asn=0    	id=-1  	Main	copying configuration file E:\TSCH-2022\matlab-simulation\schedule_1\config.json to output directory E:\TSCH-2022\results\2022-05-02_12-36-59\config.json[MAIN]
asn=0    	id=12  	TSCH	about to add cells at channel offset=13 called by node 12 [SCHEDULER NEW]
asn=0    	id=12  	Node	Add cell in timeslot: 1 channel offset: 1 in slotframe: 1
asn=0    	id=12  	Node	Add cell in timeslot: 4 channel offset: 5 in slotframe: 1
asn=0    	id=12  	TSCH	Node has joined TSCH [NODE]
asn=0    	id=12  	Node	update time source called [NODE]
asn=0    	id=12  	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=12  	Node	scanning on channel=24...[NODE]
asn=0    	id=13  	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=13  	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=13  	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=17 [SCHEDULER NEW]
asn=0    	id=13  	Node	Slotframe number 1 added from node: 13 [NODE]
asn=0    	id=13  	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=13  	TSCH	about to add cells at channel offset=14 called by node 13 [SCHEDULER NEW]
asn=0    	id=13  	Node	Add cell in timeslot: 1 channel offset: 3 in slotframe: 1
asn=0    	id=13  	Node	Add cell in timeslot: 2 channel offset: 3 in slotframe: 1
asn=0    	id=13  	TSCH	Node has joined TSCH [NODE]
asn=0    	id=13  	Node	update time source called [NODE]
asn=0    	id=13  	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=13  	Node	scanning on channel=14...[NODE]
asn=0    	id=14  	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=14  	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=14  	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=17 [SCHEDULER NEW]
asn=0    	id=14  	Node	Slotframe number 1 added from node: 14 [NODE]
asn=0    	id=14  	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=14  	TSCH	about to add cells at channel offset=15 called by node 14 [SCHEDULER NEW]
asn=0    	id=14  	TSCH	Node has joined TSCH [NODE]
asn=0    	id=14  	Node	update time source called [NODE]
asn=0    	id=14  	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=14  	Node	scanning on channel=15...[NODE]
asn=17   	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=17   	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=23   	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=26   	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=30   	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=50   	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=59   	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=59   	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=63   	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=69   	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=75   	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=78   	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=87   	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=92   	id=4   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=98   	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=100  	id=2   	Node	scanning on channel=21...[NODE]
asn=100  	id=3   	Node	scanning on channel=18...[NODE]
asn=100  	id=4   	Node	scanning on channel=11...[NODE]
asn=100  	id=6   	Node	scanning on channel=12...[NODE]
asn=100  	id=8   	Node	scanning on channel=24...[NODE]
asn=100  	id=9   	Node	scanning on channel=11...[NODE]
asn=100  	id=10  	Node	scanning on channel=12...[NODE]
asn=100  	id=11  	Node	scanning on channel=25...[NODE]
asn=100  	id=12  	Node	scanning on channel=25...[NODE]
asn=100  	id=13  	Node	scanning on channel=13...[NODE]
asn=110  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=124  	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=144  	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=146  	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=154  	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=159  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=161  	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=161  	id=4   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=164  	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=181  	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=184  	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=194  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=198  	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=200  	id=2   	Node	scanning on channel=13...[NODE]
asn=200  	id=7   	Node	scanning on channel=14...[NODE]
asn=200  	id=3   	Node	scanning on channel=25...[NODE]
asn=200  	id=6   	Node	scanning on channel=14...[NODE]
asn=200  	id=14  	Node	scanning on channel=16...[NODE]
asn=200  	id=5   	Node	scanning on channel=12...[NODE]
asn=200  	id=4   	Node	scanning on channel=12...[NODE]
asn=200  	id=13  	Node	scanning on channel=14...[NODE]
asn=200  	id=10  	Node	scanning on channel=21...[NODE]
asn=200  	id=8   	Node	scanning on channel=25...[NODE]
asn=200  	id=12  	Node	scanning on channel=23...[NODE]
asn=203  	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=209  	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=218  	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=224  	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=224  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=228  	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=231  	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=244  	id=4   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=257  	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=258  	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=282  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=286  	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=298  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=301  	id=14  	Node	scanning on channel=14...[NODE]
asn=301  	id=10  	Node	scanning on channel=19...[NODE]
asn=301  	id=12  	Node	scanning on channel=13...[NODE]
asn=301  	id=2   	Node	scanning on channel=25...[NODE]
asn=301  	id=6   	Node	scanning on channel=13...[NODE]
asn=301  	id=3   	Node	scanning on channel=14...[NODE]
asn=301  	id=7   	Node	scanning on channel=20...[NODE]
asn=301  	id=11  	Node	scanning on channel=26...[NODE]
asn=301  	id=13  	Node	scanning on channel=21...[NODE]
asn=301  	id=8   	Node	scanning on channel=13...[NODE]
asn=301  	id=5   	Node	scanning on channel=16...[NODE]
asn=301  	id=9   	Node	scanning on channel=22...[NODE]
asn=313  	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=316  	id=4   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=323  	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=330  	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=332  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=341  	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=360  	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=361  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=364  	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=367  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=382  	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=400  	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=400  	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=402  	id=5   	Node	scanning on channel=21...[NODE]
asn=402  	id=9   	Node	scanning on channel=25...[NODE]
asn=402  	id=3   	Node	scanning on channel=24...[NODE]
asn=402  	id=14  	Node	scanning on channel=22...[NODE]
asn=402  	id=6   	Node	scanning on channel=26...[NODE]
asn=402  	id=2   	Node	scanning on channel=13...[NODE]
asn=402  	id=10  	Node	scanning on channel=26...[NODE]
asn=402  	id=12  	Node	scanning on channel=26...[NODE]
asn=402  	id=8   	Node	scanning on channel=23...[NODE]
asn=402  	id=13  	Node	scanning on channel=17...[NODE]
asn=402  	id=11  	Node	scanning on channel=17...[NODE]
asn=402  	id=7   	Node	scanning on channel=22...[NODE]
asn=402  	id=4   	Node	scanning on channel=25...[NODE]
asn=408  	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=418  	id=4   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=420  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=434  	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=438  	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=451  	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=456  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=461  	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=493  	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=497  	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=501  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=503  	id=4   	Node	scanning on channel=13...[NODE]
asn=503  	id=7   	Node	scanning on channel=12...[NODE]
asn=503  	id=13  	Node	scanning on channel=26...[NODE]
asn=503  	id=2   	Node	scanning on channel=23...[NODE]
asn=503  	id=6   	Node	scanning on channel=22...[NODE]
asn=503  	id=5   	Node	scanning on channel=14...[NODE]
asn=503  	id=14  	Node	scanning on channel=24...[NODE]
asn=503  	id=9   	Node	scanning on channel=26...[NODE]
asn=503  	id=3   	Node	scanning on channel=25...[NODE]
asn=503  	id=8   	Node	scanning on channel=14...[NODE]
asn=503  	id=12  	Node	scanning on channel=12...[NODE]
asn=503  	id=10  	Node	scanning on channel=24...[NODE]
asn=503  	id=11  	Node	scanning on channel=15...[NODE]
asn=503  	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=504  	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=514  	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=519  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=522  	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=530  	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=536  	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=540  	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=542  	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=547  	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=549  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=563  	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=572  	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=586  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=602  	id=4   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=604  	id=14  	Node	scanning on channel=14...[NODE]
asn=604  	id=5   	Node	scanning on channel=24...[NODE]
asn=604  	id=7   	Node	scanning on channel=24...[NODE]
asn=604  	id=4   	Node	scanning on channel=25...[NODE]
asn=604  	id=6   	Node	scanning on channel=23...[NODE]
asn=604  	id=13  	Node	scanning on channel=17...[NODE]
asn=604  	id=2   	Node	scanning on channel=19...[NODE]
asn=604  	id=3   	Node	scanning on channel=21...[NODE]
