asn=0    	id=-1  	Main	copying configuration file E:\TSCH-2022\matlab-simulation\schedule_1\config_Newjson to output directory E:\TSCH-2022\results\2022-05-02_13-18-48\config_Newjson[MAIN]
asn=0    	id=6   	TSCH	Node has joined TSCH [NODE]
asn=0    	id=6   	Node	update time source called [NODE]
asn=0    	id=6   	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=6   	Node	scanning on channel=11...[NODE]
asn=0    	id=7   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=7   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=7   	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=17 [SCHEDULER NEW]
asn=0    	id=7   	Node	Slotframe number 1 added from node: 7 [NODE]
asn=0    	id=7   	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=7   	TSCH	about to add cells at channel offset=8 called by node 7 [SCHEDULER NEW]
asn=0    	id=7   	Node	Add cell in timeslot: 6 channel offset: 2 in slotframe: 1
asn=0    	id=7   	TSCH	Node has joined TSCH [NODE]
asn=0    	id=7   	Node	update time source called [NODE]
asn=0    	id=7   	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=7   	Node	scanning on channel=19...[NODE]
asn=0    	id=8   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=8   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=8   	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=17 [SCHEDULER NEW]
asn=0    	id=8   	Node	Slotframe number 1 added from node: 8 [NODE]
asn=0    	id=8   	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=8   	TSCH	about to add cells at channel offset=9 called by node 8 [SCHEDULER NEW]
asn=0    	id=8   	Node	Add cell in timeslot: 7 channel offset: 1 in slotframe: 1
asn=0    	id=8   	Node	Add cell in timeslot: 9 channel offset: 3 in slotframe: 1
asn=0    	id=8   	Node	Add cell in timeslot: 10 channel offset: 1 in slotframe: 1
asn=0    	id=8   	TSCH	Node has joined TSCH [NODE]
asn=0    	id=8   	Node	update time source called [NODE]
asn=0    	id=8   	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=8   	Node	scanning on channel=17...[NODE]
asn=0    	id=9   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=9   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=9   	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=17 [SCHEDULER NEW]
asn=0    	id=9   	Node	Slotframe number 1 added from node: 9 [NODE]
asn=0    	id=9   	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=9   	TSCH	about to add cells at channel offset=10 called by node 9 [SCHEDULER NEW]
asn=0    	id=9   	Node	Add cell in timeslot: 8 channel offset: 2 in slotframe: 1
asn=0    	id=9   	Node	Add cell in timeslot: 11 channel offset: 4 in slotframe: 1
asn=0    	id=9   	TSCH	Node has joined TSCH [NODE]
asn=0    	id=9   	Node	update time source called [NODE]
asn=0    	id=9   	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=9   	Node	scanning on channel=16...[NODE]
asn=0    	id=10  	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=10  	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=10  	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=17 [SCHEDULER NEW]
asn=0    	id=10  	Node	Slotframe number 1 added from node: 10 [NODE]
asn=0    	id=10  	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=10  	TSCH	about to add cells at channel offset=11 called by node 10 [SCHEDULER NEW]
asn=0    	id=10  	Node	Add cell in timeslot: 9 channel offset: 3 in slotframe: 1
asn=0    	id=10  	Node	Add cell in timeslot: 12 channel offset: 3 in slotframe: 1
asn=0    	id=10  	Node	Add cell in timeslot: 13 channel offset: 3 in slotframe: 1
asn=0    	id=10  	TSCH	Node has joined TSCH [NODE]
asn=0    	id=10  	Node	update time source called [NODE]
asn=0    	id=10  	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=10  	Node	scanning on channel=20...[NODE]
asn=0    	id=11  	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=11  	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=11  	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=17 [SCHEDULER NEW]
asn=0    	id=11  	Node	Slotframe number 1 added from node: 11 [NODE]
asn=0    	id=11  	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=11  	TSCH	about to add cells at channel offset=12 called by node 11 [SCHEDULER NEW]
asn=0    	id=11  	Node	Add cell in timeslot: 10 channel offset: 1 in slotframe: 1
asn=0    	id=11  	TSCH	Node has joined TSCH [NODE]
asn=0    	id=11  	Node	update time source called [NODE]
asn=0    	id=11  	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=11  	Node	scanning on channel=19...[NODE]
asn=0    	id=12  	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=12  	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=12  	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=17 [SCHEDULER NEW]
asn=0    	id=12  	Node	Slotframe number 1 added from node: 12 [NODE]
asn=0    	id=12  	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=12  	TSCH	about to add cells at channel offset=13 called by node 12 [SCHEDULER NEW]
asn=0    	id=12  	Node	Add cell in timeslot: 11 channel offset: 4 in slotframe: 1
asn=0    	id=12  	TSCH	Node has joined TSCH [NODE]
asn=0    	id=12  	Node	update time source called [NODE]
asn=0    	id=12  	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=12  	Node	scanning on channel=24...[NODE]
asn=0    	id=13  	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=13  	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=13  	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=17 [SCHEDULER NEW]
asn=0    	id=13  	Node	Slotframe number 1 added from node: 13 [NODE]
asn=0    	id=13  	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=13  	TSCH	about to add cells at channel offset=14 called by node 13 [SCHEDULER NEW]
asn=0    	id=13  	Node	Add cell in timeslot: 12 channel offset: 3 in slotframe: 1
asn=0    	id=13  	TSCH	Node has joined TSCH [NODE]
asn=0    	id=13  	Node	update time source called [NODE]
asn=0    	id=13  	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=13  	Node	scanning on channel=14...[NODE]
asn=0    	id=14  	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=14  	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=14  	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=17 [SCHEDULER NEW]
asn=0    	id=14  	Node	Slotframe number 1 added from node: 14 [NODE]
asn=0    	id=14  	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=14  	TSCH	about to add cells at channel offset=15 called by node 14 [SCHEDULER NEW]
asn=0    	id=14  	Node	Add cell in timeslot: 13 channel offset: 3 in slotframe: 1
asn=0    	id=14  	TSCH	Node has joined TSCH [NODE]
asn=0    	id=14  	Node	update time source called [NODE]
asn=0    	id=14  	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=14  	Node	scanning on channel=15...[NODE]
asn=17   	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=17   	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=100  	id=2   	Node	scanning on channel=21...[NODE]
asn=100  	id=3   	Node	scanning on channel=18...[NODE]
asn=100  	id=4   	Node	scanning on channel=11...[NODE]
asn=100  	id=6   	Node	scanning on channel=12...[NODE]
asn=100  	id=8   	Node	scanning on channel=24...[NODE]
asn=100  	id=9   	Node	scanning on channel=11...[NODE]
asn=100  	id=10  	Node	scanning on channel=12...[NODE]
asn=100  	id=11  	Node	scanning on channel=25...[NODE]
asn=100  	id=12  	Node	scanning on channel=25...[NODE]
asn=100  	id=13  	Node	scanning on channel=13...[NODE]
asn=200  	id=13  	Node	scanning on channel=24...[NODE]
asn=200  	id=14  	Node	scanning on channel=21...[NODE]
asn=200  	id=7   	Node	scanning on channel=17...[NODE]
asn=200  	id=6   	Node	scanning on channel=11...[NODE]
asn=200  	id=3   	Node	scanning on channel=11...[NODE]
asn=200  	id=5   	Node	scanning on channel=25...[NODE]
asn=200  	id=4   	Node	scanning on channel=20...[NODE]
asn=200  	id=12  	Node	scanning on channel=19...[NODE]
asn=200  	id=10  	Node	scanning on channel=18...[NODE]
asn=200  	id=8   	Node	scanning on channel=12...[NODE]
asn=200  	id=11  	Node	scanning on channel=22...[NODE]
asn=200  	id=2   	Node	scanning on channel=14...[NODE]
asn=228  	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=260  	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=298  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=301  	id=2   	Node	scanning on channel=13...[NODE]
asn=301  	id=3   	Node	scanning on channel=14...[NODE]
asn=301  	id=6   	Node	scanning on channel=25...[NODE]
asn=301  	id=13  	Node	scanning on channel=25...[NODE]
asn=301  	id=7   	Node	scanning on channel=14...[NODE]
asn=301  	id=14  	Node	scanning on channel=16...[NODE]
asn=301  	id=12  	Node	scanning on channel=12...[NODE]
asn=301  	id=4   	Node	scanning on channel=14...[NODE]
asn=301  	id=5   	Node	scanning on channel=21...[NODE]
asn=301  	id=11  	Node	scanning on channel=11...[NODE]
asn=301  	id=10  	Node	scanning on channel=25...[NODE]
asn=301  	id=9   	Node	scanning on channel=23...[NODE]
asn=402  	id=10  	Node	scanning on channel=19...[NODE]
asn=402  	id=9   	Node	scanning on channel=16...[NODE]
asn=402  	id=13  	Node	scanning on channel=24...[NODE]
asn=402  	id=6   	Node	scanning on channel=26...[NODE]
asn=402  	id=3   	Node	scanning on channel=21...[NODE]
asn=402  	id=2   	Node	scanning on channel=25...[NODE]
asn=402  	id=11  	Node	scanning on channel=19...[NODE]
asn=402  	id=8   	Node	scanning on channel=17...[NODE]
asn=402  	id=14  	Node	scanning on channel=23...[NODE]
asn=402  	id=7   	Node	scanning on channel=18...[NODE]
asn=402  	id=5   	Node	scanning on channel=18...[NODE]
asn=402  	id=12  	Node	scanning on channel=14...[NODE]
asn=402  	id=4   	Node	scanning on channel=26...[NODE]
asn=493  	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=503  	id=4   	Node	scanning on channel=14...[NODE]
asn=503  	id=6   	Node	scanning on channel=19...[NODE]
asn=503  	id=13  	Node	scanning on channel=13...[NODE]
asn=503  	id=9   	Node	scanning on channel=25...[NODE]
asn=503  	id=10  	Node	scanning on channel=13...[NODE]
asn=503  	id=5   	Node	scanning on channel=20...[NODE]
asn=503  	id=11  	Node	scanning on channel=26...[NODE]
asn=503  	id=2   	Node	scanning on channel=21...[NODE]
asn=503  	id=3   	Node	scanning on channel=13...[NODE]
asn=503  	id=7   	Node	scanning on channel=12...[NODE]
asn=503  	id=8   	Node	scanning on channel=16...[NODE]
asn=503  	id=14  	Node	scanning on channel=22...[NODE]
asn=581  	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=589  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=604  	id=14  	Node	scanning on channel=17...[NODE]
asn=604  	id=13  	Node	scanning on channel=21...[NODE]
asn=604  	id=8   	Node	scanning on channel=18...[NODE]
asn=604  	id=6   	Node	scanning on channel=11...[NODE]
asn=604  	id=4   	Node	scanning on channel=21...[NODE]
asn=604  	id=7   	Node	scanning on channel=11...[NODE]
asn=604  	id=5   	Node	scanning on channel=12...[NODE]
asn=604  	id=9   	Node	scanning on channel=26...[NODE]
asn=604  	id=12  	Node	scanning on channel=24...[NODE]
asn=604  	id=10  	Node	scanning on channel=11...[NODE]
asn=604  	id=3   	Node	scanning on channel=25...[NODE]
asn=604  	id=11  	Node	scanning on channel=17...[NODE]
asn=604  	id=2   	Node	scanning on channel=26...[NODE]
asn=622  	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=682  	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=705  	id=2   	Node	scanning on channel=21...[NODE]
asn=705  	id=11  	Node	scanning on channel=25...[NODE]
asn=705  	id=8   	Node	scanning on channel=24...[NODE]
asn=705  	id=13  	Node	scanning on channel=22...[NODE]
asn=705  	id=14  	Node	scanning on channel=26...[NODE]
asn=705  	id=3   	Node	scanning on channel=13...[NODE]
asn=705  	id=5   	Node	scanning on channel=26...[NODE]
asn=705  	id=6   	Node	scanning on channel=26...[NODE]
asn=705  	id=7   	Node	scanning on channel=23...[NODE]
asn=705  	id=4   	Node	scanning on channel=17...[NODE]
asn=705  	id=10  	Node	scanning on channel=17...[NODE]
asn=705  	id=9   	Node	scanning on channel=22...[NODE]
asn=705  	id=12  	Node	scanning on channel=25...[NODE]
asn=748  	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=780  	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=806  	id=12  	Node	scanning on channel=21...[NODE]
asn=806  	id=9   	Node	scanning on channel=21...[NODE]
asn=806  	id=8   	Node	scanning on channel=20...[NODE]
asn=806  	id=11  	Node	scanning on channel=22...[NODE]
asn=806  	id=2   	Node	scanning on channel=11...[NODE]
asn=806  	id=10  	Node	scanning on channel=21...[NODE]
asn=806  	id=13  	Node	scanning on channel=15...[NODE]
asn=806  	id=3   	Node	scanning on channel=23...[NODE]
asn=806  	id=14  	Node	scanning on channel=19...[NODE]
asn=806  	id=4   	Node	scanning on channel=20...[NODE]
asn=806  	id=6   	Node	scanning on channel=16...[NODE]
asn=865  	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=907  	id=7   	Node	scanning on channel=13...[NODE]
asn=907  	id=8   	Node	scanning on channel=12...[NODE]
asn=907  	id=9   	Node	scanning on channel=26...[NODE]
asn=907  	id=12  	Node	scanning on channel=23...[NODE]
asn=907  	id=6   	Node	scanning on channel=22...[NODE]
asn=907  	id=4   	Node	scanning on channel=14...[NODE]
asn=907  	id=11  	Node	scanning on channel=24...[NODE]
asn=907  	id=10  	Node	scanning on channel=25...[NODE]
asn=907  	id=2   	Node	scanning on channel=14...[NODE]
asn=907  	id=14  	Node	scanning on channel=12...[NODE]
asn=907  	id=13  	Node	scanning on channel=24...[NODE]
asn=907  	id=3   	Node	scanning on channel=15...[NODE]
asn=912  	id=4   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=977  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1008 	id=2   	Node	scanning on channel=15...[NODE]
asn=1008 	id=13  	Node	scanning on channel=14...[NODE]
asn=1008 	id=7   	Node	scanning on channel=24...[NODE]
asn=1008 	id=8   	Node	scanning on channel=24...[NODE]
asn=1008 	id=3   	Node	scanning on channel=25...[NODE]
asn=1008 	id=14  	Node	scanning on channel=23...[NODE]
asn=1008 	id=9   	Node	scanning on channel=17...[NODE]
asn=1008 	id=11  	Node	scanning on channel=19...[NODE]
asn=1008 	id=4   	Node	scanning on channel=21...[NODE]
asn=1008 	id=12  	Node	scanning on channel=13...[NODE]
asn=1008 	id=6   	Node	scanning on channel=18...[NODE]
asn=1008 	id=5   	Node	scanning on channel=23...[NODE]
asn=1008 	id=10  	Node	scanning on channel=23...[NODE]
asn=1083 	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1109 	id=10  	Node	scanning on channel=20...[NODE]
asn=1109 	id=13  	Node	scanning on channel=13...[NODE]
asn=1109 	id=2   	Node	scanning on channel=25...[NODE]
asn=1109 	id=5   	Node	scanning on channel=18...[NODE]
asn=1109 	id=11  	Node	scanning on channel=14...[NODE]
asn=1109 	id=8   	Node	scanning on channel=25...[NODE]
asn=1109 	id=7   	Node	scanning on channel=23...[NODE]
asn=1109 	id=9   	Node	scanning on channel=18...[NODE]
asn=1109 	id=3   	Node	scanning on channel=16...[NODE]
asn=1109 	id=14  	Node	scanning on channel=12...[NODE]
asn=1109 	id=12  	Node	scanning on channel=21...[NODE]
asn=1109 	id=4   	Node	scanning on channel=24...[NODE]
asn=1141 	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1166 	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1210 	id=4   	Node	scanning on channel=20...[NODE]
asn=1210 	id=12  	Node	scanning on channel=24...[NODE]
asn=1210 	id=10  	Node	scanning on channel=26...[NODE]
asn=1210 	id=6   	Node	scanning on channel=11...[NODE]
asn=1210 	id=7   	Node	scanning on channel=17...[NODE]
asn=1210 	id=2   	Node	scanning on channel=12...[NODE]
asn=1210 	id=13  	Node	scanning on channel=21...[NODE]
asn=1210 	id=8   	Node	scanning on channel=19...[NODE]
asn=1210 	id=5   	Node	scanning on channel=15...[NODE]
asn=1210 	id=11  	Node	scanning on channel=13...[NODE]
asn=1210 	id=9   	Node	scanning on channel=11...[NODE]
asn=1210 	id=3   	Node	scanning on channel=22...[NODE]
asn=1242 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1311 	id=3   	Node	scanning on channel=16...[NODE]
asn=1311 	id=9   	Node	scanning on channel=18...[NODE]
asn=1311 	id=4   	Node	scanning on channel=22...[NODE]
asn=1311 	id=14  	Node	scanning on channel=15...[NODE]
asn=1311 	id=13  	Node	scanning on channel=20...[NODE]
asn=1311 	id=10  	Node	scanning on channel=22...[NODE]
asn=1311 	id=12  	Node	scanning on channel=21...[NODE]
asn=1311 	id=2   	Node	scanning on channel=22...[NODE]
asn=1311 	id=6   	Node	scanning on channel=16...[NODE]
asn=1311 	id=7   	Node	scanning on channel=14...[NODE]
asn=1311 	id=11  	Node	scanning on channel=20...[NODE]
asn=1311 	id=8   	Node	scanning on channel=14...[NODE]
asn=1311 	id=5   	Node	scanning on channel=12...[NODE]
asn=1311 	id=4   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1326 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=1326 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=1349 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1364 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1412 	id=8   	Node	scanning on channel=11...[NODE]
asn=1412 	id=3   	Node	scanning on channel=14...[NODE]
asn=1412 	id=5   	Node	scanning on channel=20...[NODE]
asn=1412 	id=11  	Node	scanning on channel=26...[NODE]
