asn=0    	id=-1  	Main	copying configuration file E:\TSCH-2022\matlab-simulation\schedule_1\config.json to output directory E:\TSCH-2022\results\2022-04-29_02-13-59\config.json[MAIN]
asn=20   	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=20   	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23   	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23   	id=4   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=23   	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=26   	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27   	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27   	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27   	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=28   	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=29   	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=31   	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=32   	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=34   	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=34   	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=36   	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=36   	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=37   	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=37   	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=38   	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=38   	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=38   	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=39   	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=40   	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=42   	id=4   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=42   	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=43   	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=44   	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=44   	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=45   	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=45   	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=46   	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=47   	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=47   	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=47   	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=49   	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=50   	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=50   	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=50   	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=53   	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=54   	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=56   	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=57   	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=58   	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=58   	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=59   	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=59   	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=60   	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=61   	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=62   	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=63   	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=63   	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=65   	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=65   	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=66   	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=68   	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=69   	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=70   	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=70   	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=70   	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=70   	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=70   	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=71   	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=72   	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=74   	id=4   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=75   	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=75   	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=76   	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=76   	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=77   	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=79   	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=80   	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=80   	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=81   	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=81   	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=81   	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=81   	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=84   	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=84   	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=86   	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=86   	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=86   	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=87   	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=89   	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=90   	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=91   	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=91   	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=94   	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=94   	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=94   	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=95   	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=97   	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=98   	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=99   	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=99   	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=100  	id=2   	Node	scanning on channel=12...[NODE]
asn=100  	id=3   	Node	scanning on channel=24...[NODE]
asn=100  	id=4   	Node	scanning on channel=15...[NODE]
asn=100  	id=5   	Node	scanning on channel=26...[NODE]
asn=100  	id=6   	Node	scanning on channel=22...[NODE]
asn=100  	id=7   	Node	scanning on channel=18...[NODE]
asn=100  	id=8   	Node	scanning on channel=23...[NODE]
asn=100  	id=9   	Node	scanning on channel=15...[NODE]
